activity_number,activity_name,activity_hierarchy,activity_name_normalized,duration_days,profile_days_used,asset_candidate_count,review_priority,outlier_flags,candidate_slot,generated_asset_type,generated_confidence,generated_role,generated_estimated_hours,generated_profile_shape,reviewed_asset_type,reviewed_confidence,reviewed_confidence_tier,reviewed_role,reviewed_estimated_hours,reviewed_profile_shape,reviewed_is_required,label_estimated_hours,review_status,changed_fields,review_source
1441,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",complete levelling pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1441,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",complete levelling pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1443,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1443,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1445,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,1,loading_bay,0.85,lead,4.0,single_day,loading_bay,0.85,high,lead,4.0,single_day,True,4.0,accepted,,manual_first_pass
1445,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,2,forklift,0.7,support,2.0,single_day,forklift,0.7,medium,support,2.0,single_day,True,2.0,accepted,,manual_first_pass
1445,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,3,crane,0.35,support,2.0,single_day,crane,0.35,low,support,2.0,single_day,True,2.0,accepted,,manual_first_pass
1445,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,4,telehandler,0.3,incidental,1.0,single_day,telehandler,0.3,low,incidental,1.0,single_day,True,1.0,accepted,,manual_first_pass
1448,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1448,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1451,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1451,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1453,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2","slab pour, pour",1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1453,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2","slab pour, pour",1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1454,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,high,,1,telehandler,0.3,lead,1.5,single_day,telehandler,0.3,low,lead,1.5,single_day,True,1.5,accepted,,manual_first_pass
1454,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,high,,2,forklift,0.25,incidental,0.5,single_day,forklift,0.25,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1455,"Day 13 - Slab Pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2","slab pour, pour",1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1455,"Day 13 - Slab Pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2","slab pour, pour",1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1466,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",pour columns to pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1466,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",pour columns to pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1472,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",pour columns pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1472,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",pour columns pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1474,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2","dog box works, caulking panels",1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1474,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2","dog box works, caulking panels",1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1476,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",complete dog box works – caulking panels,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1476,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",complete dog box works – caulking panels,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1478,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",complete levelling pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1478,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",complete levelling pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1480,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",complete levelling pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1480,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",complete levelling pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1482,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1482,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1484,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,1,loading_bay,0.85,lead,4.0,single_day,loading_bay,0.85,high,lead,4.0,single_day,True,4.0,accepted,,manual_first_pass
1484,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,2,forklift,0.7,support,2.0,single_day,forklift,0.7,medium,support,2.0,single_day,True,2.0,accepted,,manual_first_pass
1484,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,3,crane,0.35,support,2.0,single_day,crane,0.35,low,support,2.0,single_day,True,2.0,accepted,,manual_first_pass
1484,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,4,telehandler,0.3,incidental,1.0,single_day,telehandler,0.3,low,incidental,1.0,single_day,True,1.0,accepted,,manual_first_pass
1487,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1487,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1490,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1490,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1492,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2","slab pour, pour",1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1492,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2","slab pour, pour",1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1493,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,high,,1,telehandler,0.3,lead,1.5,single_day,telehandler,0.3,low,lead,1.5,single_day,True,1.5,accepted,,manual_first_pass
1493,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,high,,2,forklift,0.25,incidental,0.5,single_day,forklift,0.25,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1494,"Day 13 - Slab Pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2","slab pour, pour",1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1494,"Day 13 - Slab Pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2","slab pour, pour",1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1505,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",pour columns to pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1505,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",pour columns to pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1511,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",pour columns pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1511,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",pour columns pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1513,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","dog box works, caulking panels",1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1513,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","dog box works, caulking panels",1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1515,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",complete dog box works – caulking panels,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1515,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",complete dog box works – caulking panels,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1517,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",complete levelling pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1517,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",complete levelling pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1519,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",complete levelling pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1519,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",complete levelling pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1521,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1521,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1523,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,1,loading_bay,0.85,lead,4.0,single_day,loading_bay,0.85,high,lead,4.0,single_day,True,4.0,accepted,,manual_first_pass
1523,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,2,forklift,0.7,support,2.0,single_day,forklift,0.7,medium,support,2.0,single_day,True,2.0,accepted,,manual_first_pass
1523,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,3,crane,0.35,support,2.0,single_day,crane,0.35,low,support,2.0,single_day,True,2.0,accepted,,manual_first_pass
1523,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,4,telehandler,0.3,incidental,1.0,single_day,telehandler,0.3,low,incidental,1.0,single_day,True,1.0,accepted,,manual_first_pass
1526,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1526,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1529,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1529,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1531,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","slab pour, pour",1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1531,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","slab pour, pour",1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1532,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,high,,1,telehandler,0.3,lead,1.5,single_day,telehandler,0.3,low,lead,1.5,single_day,True,1.5,accepted,,manual_first_pass
1532,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,high,,2,forklift,0.25,incidental,0.5,single_day,forklift,0.25,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1533,"Day 13 - Slab Pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","slab pour, pour",1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1533,"Day 13 - Slab Pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","slab pour, pour",1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1550,FRP Services Plant plinth and Concrete Bunds,ON SITE WORKS > ROOF PLANT INSTALLATION,frp services plant plinth and concrete bunds,10,10,3,high,rare_shape_inverse_bell,1,telehandler,0.25,lead,12.5,back_loaded,telehandler,0.0,,lead,12.5,back_loaded,False,0.0,dropped,confidence,manual_first_pass
1550,FRP Services Plant plinth and Concrete Bunds,ON SITE WORKS > ROOF PLANT INSTALLATION,frp services plant plinth and concrete bunds,10,10,3,high,rare_shape_inverse_bell,2,hoist,0.2,incidental,7.5,inverse_bell,hoist,0.5,medium,incidental,1.0,inverse_bell,True,1.0,corrected,confidence|estimated_hours,manual_first_pass
1550,FRP Services Plant plinth and Concrete Bunds,ON SITE WORKS > ROOF PLANT INSTALLATION,frp services plant plinth and concrete bunds,10,10,3,high,rare_shape_inverse_bell,3,forklift,0.15,incidental,5.5,inverse_bell,forklift,0.0,,incidental,5.5,inverse_bell,False,0.0,dropped,confidence,manual_first_pass
1551,Roof Waterproofing,ON SITE WORKS > ROOF PLANT INSTALLATION,roof waterproofing,6,6,2,high,rare_shape_inverse_bell,1,forklift,0.2,lead,7.5,uniform,forklift,0.0,,lead,7.5,uniform,False,0.0,dropped,confidence,manual_first_pass
1551,Roof Waterproofing,ON SITE WORKS > ROOF PLANT INSTALLATION,roof waterproofing,6,6,2,high,rare_shape_inverse_bell,2,loading_bay,0.15,incidental,3.5,inverse_bell,loading_bay,0.0,,incidental,3.5,inverse_bell,False,0.0,dropped,confidence,manual_first_pass
1552,Deliver services plant before crane removal,ON SITE WORKS > ROOF PLANT INSTALLATION,deliver services plant before crane removal,3,3,3,high,,1,telehandler,0.25,lead,2.5,single_day_start,crane,0.8,high,lead,2.5,single_day_start,True,2.5,corrected,type|confidence,manual_first_pass
1552,Deliver services plant before crane removal,ON SITE WORKS > ROOF PLANT INSTALLATION,deliver services plant before crane removal,3,3,3,high,,2,hoist,0.2,incidental,0.5,single_day_start,hoist,0.2,low,incidental,0.5,single_day_start,True,0.5,accepted,,manual_first_pass
1552,Deliver services plant before crane removal,ON SITE WORKS > ROOF PLANT INSTALLATION,deliver services plant before crane removal,3,3,3,high,,3,forklift,0.15,incidental,1.0,single_day_start,forklift,0.0,,incidental,1.0,single_day_start,False,0.0,dropped,confidence,manual_first_pass
1561,Hydraulic - High level services,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > High Level Services,hydraulic - high level services,9,9,4,high,four_asset_activity;rare_shape_inverse_bell,1,ewp,0.7,lead,45.0,bell,ewp,0.0,,lead,45.0,bell,False,0.0,dropped,confidence,manual_first_pass
1561,Hydraulic - High level services,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > High Level Services,hydraulic - high level services,9,9,4,high,four_asset_activity;rare_shape_inverse_bell,2,telehandler,0.25,incidental,5.0,inverse_bell,telehandler,0.25,low,incidental,5.0,inverse_bell,True,5.0,accepted,,manual_first_pass
1561,Hydraulic - High level services,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > High Level Services,hydraulic - high level services,9,9,4,high,four_asset_activity;rare_shape_inverse_bell,3,hoist,0.2,incidental,6.5,inverse_bell,hoist,0.4,medium,incidental,2.0,inverse_bell,True,2.0,corrected,confidence|estimated_hours,manual_first_pass
1561,Hydraulic - High level services,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > High Level Services,hydraulic - high level services,9,9,4,high,four_asset_activity;rare_shape_inverse_bell,4,forklift,0.15,incidental,5.0,inverse_bell,forklift,0.15,low,incidental,5.0,inverse_bell,True,5.0,accepted,,manual_first_pass
1562,Fire - High level services,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > High Level Services,fire - high level services,19,19,4,high,four_asset_activity;rare_shape_inverse_bell,1,ewp,0.7,lead,94.5,bell,ewp,0.7,medium,lead,94.5,bell,True,94.5,accepted,,manual_first_pass
